model,benchmark,problem_idx,n_judged_traces_this_problem,mean_reasoning_score_0_1,source_judge_json
DS-R1-1.5B,SVAMP,528,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,844,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,266,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,138,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,50,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,843,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,274,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,269,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,227,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,927,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,755,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,922,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,608,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,452,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,311,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,998,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,682,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,559,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,256,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,754,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,135,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,698,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,127,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,271,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,250,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,643,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,6,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,886,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,606,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,783,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,317,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,328,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,864,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,276,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,949,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,428,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,316,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,732,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,28,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,717,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,81,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,294,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,325,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,275,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,206,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,916,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,111,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,910,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,479,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,655,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,306,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,343,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,11,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,719,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,389,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,434,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,131,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,58,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,98,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,576,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,609,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,80,2,0.90625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,585,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,73,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,56,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,658,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,944,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,301,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,969,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,789,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,154,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,175,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,624,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,718,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,460,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,339,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,521,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,320,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,942,2,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,313,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,667,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,491,1,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,114,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,867,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,924,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,523,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,666,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,76,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,152,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,593,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,803,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,405,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,346,2,0.71875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,744,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,172,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,648,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,834,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,267,2,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,869,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,356,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,831,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,859,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,162,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,590,1,0.0625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,809,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,549,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,644,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,417,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,473,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,315,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,36,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,714,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,570,2,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,469,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,421,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,875,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,650,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,59,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,14,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,145,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,134,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,241,2,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,419,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,125,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,334,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,361,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,373,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,874,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,693,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,48,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,453,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,901,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,109,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,496,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,423,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,945,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,181,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,380,2,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,817,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,545,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,959,1,0.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,517,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,673,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,793,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,852,2,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,535,1,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,847,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,702,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,322,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,596,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,108,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,512,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,527,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,790,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,467,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,956,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,494,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,230,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,225,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,443,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,953,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,284,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,480,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,57,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,580,1,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,729,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,965,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,189,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,722,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,489,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,814,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,101,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,891,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-1.5B,SVAMP,44,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__SVAMP.json
DS-R1-7B,AQuA,195,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,144,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,82,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,177,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,51,3,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,34,3,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,206,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,185,2,0.84375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,183,2,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,128,3,0.8541666666666666,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,240,3,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,26,2,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,252,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,251,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,96,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,19,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,53,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,43,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,155,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,161,3,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
DS-R1-7B,AQuA,163,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-7B__AQuA.json
